,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
307,307,307,307,307,I,I,I,308,35,5,Verse 2: Will Smith,11,93,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
308,308,308,308,308,see,see,see,309,35,5,Verse 2: Will Smith,11,94,3,3,3,"[237, 309, 469]","[('see', 'VB')]",V,POSITIVE,0.9984,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.9984,162,0.9204545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,9.307080268859863,-12.89146614074707
309,309,309,309,309,the,the,the,310,35,5,Verse 2: Will Smith,11,95,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.9636,84,0.4772727272727273,pos_word_pos_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
310,310,310,310,310,eyes,eyes,eyes,311,35,5,Verse 2: Will Smith,11,96,1,1,1,[311],"[('eyes', 'NNS')]",N,POSITIVE,0.999,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.999,167,0.9488636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-1.7929372787475586,7.804312705993652
311,311,311,311,311,of,of,of,312,35,5,Verse 2: Will Smith,11,97,21,1,1,"[12, 17, 22, 27, 32, 179, 191, 196, 201, 211, 312, 399, 411, 416, 421, 431, 607, 619, 624, 629, 639]","[('of', 'IN')]",PREP,POSITIVE,0.9193,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.9193,67,0.3806818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,9.16939926147461,-9.643716812133787
312,312,312,312,312,my,my,my,313,35,5,Verse 2: Will Smith,11,98,9,9,9,"[43, 60, 122, 134, 149, 172, 313, 478, 508]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.9935,132,0.75,pos_word_pos_line,Just the Two of Us,Will Smith,-3.438248872756958,-2.803454875946045
313,313,313,313,313,baby,baby,baby,314,35,5,Verse 2: Will Smith,11,99,1,1,1,[314],"[('baby', 'NN')]",N,POSITIVE,0.9969,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.9969,151,0.8579545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,-7.542003631591798,12.615411758422852
314,314,314,314,314,boy,boy,boy,315,35,5,Verse 2: Will Smith,11,100,1,1,1,[315],"[('boy', 'NN')]",N,POSITIVE,0.9915,"Crazy joy, when I see the eyes of my baby boy", crazy joy when I see the eyes of my baby boy,POSITIVE,0.9999,0.9999,52,1.0,0.9915,122,0.6931818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,-8.638437271118164,15.950757026672365
315,315,315,315,315,I,I,I,316,36,5,Verse 2: Will Smith,12,101,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
316,316,316,316,316,pledge,pledge,pledge,317,36,5,Verse 2: Will Smith,12,102,2,2,2,"[171, 317]","[('pledge', 'NN')]",N,POSITIVE,0.9867,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9867,111,0.6306818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,-5.4416584968566895,4.327920436859132
317,317,317,317,317,to,to,to,318,36,5,Verse 2: Will Smith,12,103,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9653,86,0.4886363636363637,pos_word_pos_line,Just the Two of Us,Will Smith,1.2756972312927246,-15.350232124328613
318,318,318,318,318,"you,",you,you,319,36,5,Verse 2: Will Smith,12,104,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
319,319,319,319,319,I,I,I,320,36,5,Verse 2: Will Smith,12,105,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
320,320,320,320,320,will,will,will,321,36,5,Verse 2: Will Smith,12,106,4,4,4,"[276, 321, 545, 568]","[('will', 'MD')]",V,POSITIVE,0.9997,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9997,174,0.9886363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,14.404364585876465,-8.00518798828125
321,321,321,321,321,always,always,always,322,36,5,Verse 2: Will Smith,12,107,2,2,2,"[322, 572]","[('always', 'RB')]",ADV,POSITIVE,0.9983,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9983,161,0.9147727272727272,pos_word_pos_line,Just the Two of Us,Will Smith,9.685564994812012,2.1947407722473145
322,322,322,322,322,do,do,do,323,36,5,Verse 2: Will Smith,12,108,4,4,4,"[290, 323, 562, 593]","[('do', 'VB')]",V,POSITIVE,0.9963,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9963,146,0.8295454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,15.427288055419922,-10.417226791381836
323,323,323,323,323,Everything,Everything,everything,324,37,5,Verse 2: Will Smith,13,109,1,1,1,[324],"[('everything', 'NN')]",N,POSITIVE,0.9989,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9989,166,0.9431818181818182,pos_word_pos_line,Just the Two of Us,Will Smith,-14.278952598571776,0.2364164888858795
324,324,324,324,324,I,I,I,325,37,5,Verse 2: Will Smith,13,110,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
325,325,325,325,325,"can,",can,can,326,37,5,Verse 2: Will Smith,13,111,5,2,2,"[182, 326, 352, 402, 610]","[('can', 'MD')]",V,POSITIVE,0.9985,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9985,163,0.9261363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,4.602478504180908,-12.702999114990234
326,326,326,326,326,show,show,show,327,37,5,Verse 2: Will Smith,13,112,1,1,1,[327],"[('show', 'NN')]",N,POSITIVE,0.9941,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9941,134,0.7613636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-13.811985969543455,3.646750926971436
327,327,327,327,327,you,you,you,328,37,5,Verse 2: Will Smith,13,113,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
328,328,328,328,328,how,how,how,329,37,5,Verse 2: Will Smith,13,114,2,2,2,"[329, 650]","[('how', 'WRB')]",OTH,POSITIVE,0.9858,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9858,109,0.6193181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,16.115386962890625,-2.8103151321411133
329,329,329,329,329,to,to,to,330,37,5,Verse 2: Will Smith,13,115,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9653,86,0.4886363636363637,pos_word_pos_line,Just the Two of Us,Will Smith,1.2756972312927246,-15.350232124328613
330,330,330,330,330,be,be,be,331,37,5,Verse 2: Will Smith,13,116,10,10,10,"[64, 72, 159, 239, 258, 295, 301, 331, 441, 492]","[('be', 'VB')]",V,POSITIVE,0.962,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.962,83,0.4715909090909091,pos_word_pos_line,Just the Two of Us,Will Smith,-6.471293926239014,-14.881709098815918
331,331,331,331,331,a,a,a,332,37,5,Verse 2: Will Smith,13,117,12,12,12,"[5, 82, 160, 229, 259, 261, 264, 296, 332, 437, 442, 646]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9873,115,0.6534090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,5.090866088867188,-10.639092445373537
332,332,332,332,332,man,man,man,333,37,5,Verse 2: Will Smith,13,118,3,3,3,"[65, 228, 333]","[('man', 'NN')]",N,POSITIVE,0.8134,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.8134,58,0.3295454545454545,pos_word_pos_line,Just the Two of Us,Will Smith,-5.515645980834961,-2.1658434867858887
333,333,333,333,333,"Dignity,",Dignity,dignity,334,38,5,Verse 2: Will Smith,14,119,1,1,1,[334],"[('dignity', 'NN')]",N,POSITIVE,0.9996,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692308,0.9996,173,0.9829545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,1.0020555257797241,9.855253219604492
334,334,334,334,334,"integrity,",integrity,integrity,335,38,5,Verse 2: Will Smith,14,120,1,1,1,[335],"[('integrity', 'NN')]",N,POSITIVE,0.9998,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692308,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,1.3583457469940186,9.580419540405273
335,335,335,335,335,honor,honor,honor,336,38,5,Verse 2: Will Smith,14,121,1,1,1,[336],"[('honor', 'NN')]",N,POSITIVE,0.9998,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692308,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,-0.22532522678375244,9.769505500793457
336,336,336,336,336,an',an',and,337,38,5,Verse 2: Will Smith,14,122,11,8,8,"[71, 151, 214, 236, 337, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692308,0.9708,92,0.5227272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.342761039733887,-5.1989336013793945
337,337,337,337,337,I,I,I,338,39,5,Verse 2: Will Smith,15,123,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9797,98,0.5568181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
338,338,338,338,338,don't,don't,don't,339,39,5,Verse 2: Will Smith,15,124,3,3,3,"[112, 339, 534]","[('do', 'VBP'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9883,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,-0.9883,20,0.11363636363636365,neg_word_pos_line,Just the Two of Us,Will Smith,8.88515853881836,20.672222137451172
339,339,339,339,339,mind,mind,mind,340,39,5,Verse 2: Will Smith,15,125,2,2,2,"[61, 340]","[('mind', 'NN')]",N,POSITIVE,0.9984,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9984,162,0.9204545454545454,pos_word_pos_line,Just the Two of Us,Will Smith,-6.570417881011963,8.299991607666017
340,340,340,340,340,if,if,if,341,39,5,Verse 2: Will Smith,15,126,5,2,2,"[185, 341, 380, 405, 613]","[('if', 'IN')]",PREP,POSITIVE,0.7390000000000001,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.7390000000000001,52,0.2954545454545455,pos_word_pos_line,Just the Two of Us,Will Smith,13.479860305786133,-4.848739147186278
341,341,341,341,341,you,you,you,342,39,5,Verse 2: Will Smith,15,127,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
342,342,342,342,342,"lose,",lose,lose,343,39,5,Verse 2: Will Smith,15,128,1,1,1,[343],"[('lose', 'VB')]",V,NEGATIVE,0.9996,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,-0.9996,2,0.011363636363636364,neg_word_pos_line,Just the Two of Us,Will Smith,-9.349199295043944,-0.4152036905288696
343,343,343,343,343,long,long,long,344,39,5,Verse 2: Will Smith,15,129,1,1,1,[344],"[('long', 'RB')]",ADV,NEGATIVE,0.9941,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,-0.9941,19,0.10795454545454546,neg_word_pos_line,Just the Two of Us,Will Smith,-11.974516868591307,-5.941506862640381
344,344,344,344,344,as,as,as,345,39,5,Verse 2: Will Smith,15,130,2,2,2,"[118, 345]","[('as', 'IN')]",PREP,POSITIVE,0.8932,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.8932,61,0.3465909090909091,pos_word_pos_line,Just the Two of Us,Will Smith,8.280821800231934,-9.249472618103027
345,345,345,345,345,you,you,you,346,39,5,Verse 2: Will Smith,15,131,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
346,346,346,346,346,came,came,came,347,39,5,Verse 2: Will Smith,15,132,1,1,1,[347],"[('came', 'VBD')]",V,POSITIVE,0.9961,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9961,145,0.8238636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-10.534183502197266,-17.178766250610348
347,347,347,347,347,with,with,with,348,39,5,Verse 2: Will Smith,15,133,4,4,4,"[348, 363, 460, 558]","[('with', 'IN')]",PREP,POSITIVE,0.9826,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9826,101,0.5738636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,7.373578071594237,-10.025128364562988
348,348,348,348,348,it,it,it,349,39,5,Verse 2: Will Smith,15,134,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9927,126,0.7159090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,7.279272556304932,-3.737928152084351
349,349,349,349,349,An,An,an,350,40,5,Verse 2: Will Smith,16,135,3,3,3,"[250, 350, 365]","[('an', 'DT')]",DET,POSITIVE,0.9926,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,0.9926,125,0.7102272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,5.078719139099121,-10.746002197265623
350,350,350,350,350,you,you,you,351,40,5,Verse 2: Will Smith,16,136,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
351,351,351,351,351,can,can,can,352,40,5,Verse 2: Will Smith,16,137,5,2,2,"[182, 326, 352, 402, 610]","[('can', 'MD')]",V,POSITIVE,0.9985,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,0.9985,163,0.9261363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,4.602478504180908,-12.702999114990234
352,352,352,352,352,"cry,",cry,cry,353,40,5,Verse 2: Will Smith,16,138,1,1,1,[353],"[('cry', 'NN')]",N,NEGATIVE,0.999,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,-0.999,7,0.03977272727272727,neg_word_pos_line,Just the Two of Us,Will Smith,-4.605991840362549,12.666428565979006
353,353,353,353,353,ain't,ain't,ain't,354,40,5,Verse 2: Will Smith,16,139,3,3,3,"[354, 486, 522]","[('ai', 'VBP'), (""n't"", 'RB')]",MULT,NEGATIVE,0.977,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,-0.977,26,0.14772727272727273,neg_word_pos_line,Just the Two of Us,Will Smith,9.783352851867676,19.657751083374023
354,354,354,354,354,no,no,no,355,40,5,Verse 2: Will Smith,16,140,2,2,2,"[355, 523]","[('no', 'DT')]",DET,NEGATIVE,0.9964,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,-0.9964,17,0.09659090909090907,neg_word_pos_line,Just the Two of Us,Will Smith,-6.758285045623777,-22.103557586669922
355,355,355,355,355,shame,shame,shame,356,40,5,Verse 2: Will Smith,16,141,1,1,1,[356],"[('shame', 'NN')]",N,NEGATIVE,0.9997,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,-0.9997,1,0.005681818181818182,neg_word_pos_line,Just the Two of Us,Will Smith,3.9341344833374015,7.034778594970702
356,356,356,356,356,in,in,in,357,40,5,Verse 2: Will Smith,16,142,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,0.979,97,0.5511363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,7.949272155761719,-11.402522087097168
357,357,357,357,357,it,it,it,358,40,5,Verse 2: Will Smith,16,143,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"An you can cry, ain't no shame in it", an you can cry ain't no shame in it,POSITIVE,0.9516,0.9516,28,0.5384615384615384,0.9927,126,0.7159090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,7.279272556304932,-3.737928152084351
358,358,358,358,358,It,It,it,359,41,5,Verse 2: Will Smith,17,144,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9927,126,0.7159090909090909,pos_word_neg_line,Just the Two of Us,Will Smith,7.279272556304932,-3.737928152084351
359,359,359,359,359,didn't,didn't,didn't,360,41,5,Verse 2: Will Smith,17,145,1,1,1,[360],"[('did', 'VBD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9721,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,-0.9721,28,0.1590909090909091,neg_word_neg_line,Just the Two of Us,Will Smith,9.347908973693848,20.21491050720215
360,360,360,360,360,work,work,work,361,41,5,Verse 2: Will Smith,17,146,1,1,1,[361],"[('work', 'NN')]",N,POSITIVE,0.9994,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9994,171,0.9715909090909092,pos_word_neg_line,Just the Two of Us,Will Smith,-6.796652793884277,-0.6476213335990906
361,361,361,361,361,out,out,out,362,41,5,Verse 2: Will Smith,17,147,4,4,4,"[121, 362, 537, 582]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,-0.9803,25,0.14204545454545456,neg_word_neg_line,Just the Two of Us,Will Smith,-5.53298807144165,-4.757801055908203
362,362,362,362,362,with,with,with,363,41,5,Verse 2: Will Smith,17,148,4,4,4,"[348, 363, 460, 558]","[('with', 'IN')]",PREP,POSITIVE,0.9826,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9826,101,0.5738636363636364,pos_word_neg_line,Just the Two of Us,Will Smith,7.373578071594237,-10.025128364562988
363,363,363,363,363,me,me,me,364,41,5,Verse 2: Will Smith,17,149,8,8,8,"[97, 158, 231, 234, 242, 303, 364, 470]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9947,137,0.7784090909090909,pos_word_neg_line,Just the Two of Us,Will Smith,-1.7418439388275146,-1.4819971323013306
364,364,364,364,364,an,an,an,365,41,5,Verse 2: Will Smith,17,150,3,3,3,"[250, 350, 365]","[('an', 'DT')]",DET,POSITIVE,0.9926,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9926,125,0.7102272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,5.078719139099121,-10.746002197265623
365,365,365,365,365,your,your,your,366,41,5,Verse 2: Will Smith,17,151,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9981,159,0.9034090909090908,pos_word_neg_line,Just the Two of Us,Will Smith,-3.180891513824463,-3.653992176055908
366,366,366,366,366,mom,mom,mom,367,41,5,Verse 2: Will Smith,17,152,1,1,1,[367],"[('mom', 'NN')]",N,POSITIVE,0.9943,It didn't work out with me an your mom, it didn't work out with me an your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9943,136,0.7727272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,-9.169632911682127,12.954054832458494
367,367,367,367,367,But,But,but,368,42,5,Verse 2: Will Smith,18,153,7,7,7,"[274, 299, 368, 484, 497, 503, 533]","[('but', 'CC')]",CONJ,NEGATIVE,0.9101,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,-0.9101,38,0.2159090909090909,neg_word_pos_line,Just the Two of Us,Will Smith,13.065689086914062,7.8198466300964355
368,368,368,368,368,"yo,",yo,yo,369,42,5,Verse 2: Will Smith,18,154,2,2,2,"[369, 485]","[('yo', 'NN')]",N,POSITIVE,0.9966,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.9966,148,0.8409090909090909,pos_word_pos_line,Just the Two of Us,Will Smith,-3.966150522232056,-19.03916931152344
369,369,369,369,369,push,push,push,370,42,5,Verse 2: Will Smith,18,155,1,1,1,[370],"[('push', 'NN')]",N,NEGATIVE,0.9843,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,-0.9843,22,0.125,neg_word_pos_line,Just the Two of Us,Will Smith,-3.7456271648406982,-15.342721939086914
