,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
120,120,120,120,120,120,120,120,120,120,120,be,be,be,121,22,5,Verse 2: David Bowie & Freddie Mercury,6,33,5,5,5,"[8, 47, 51, 121, 130]","[('be', 'VB')]",V,POSITIVE,0.962,Ee do ba be, ee do ba be,NEGATIVE,0.9311,-0.9311,20,0.4761904761904762,0.962,45,0.4326923076923077,pos_word_neg_line,Under Pressure,Queen & David Bowie,-15.1807861328125,0.7993068695068359
121,121,121,121,121,121,121,121,121,121,121,Ee,Ee,ee,122,23,5,Verse 2: David Bowie & Freddie Mercury,7,34,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,14,0.3333333333333333,0.9092,35,0.3365384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,-11.512928009033205,-13.566582679748535
122,122,122,122,122,122,122,122,122,122,122,da,da,da,123,23,5,Verse 2: David Bowie & Freddie Mercury,7,35,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,14,0.3333333333333333,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
123,123,123,123,123,123,123,123,123,123,123,ba,ba,ba,124,23,5,Verse 2: David Bowie & Freddie Mercury,7,36,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,14,0.3333333333333333,0.9783,54,0.5192307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.90511417388916,-0.2669279873371124
124,124,124,124,124,124,124,124,124,124,124,ba,ba,ba,125,23,5,Verse 2: David Bowie & Freddie Mercury,7,37,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,14,0.3333333333333333,0.9783,54,0.5192307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.90511417388916,-0.2669279873371124
125,125,125,125,125,125,125,125,125,125,125,ba,ba,ba,126,23,5,Verse 2: David Bowie & Freddie Mercury,7,38,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Ee da ba ba ba, ee da ba ba ba,NEGATIVE,0.9851,-0.9851,14,0.3333333333333333,0.9783,54,0.5192307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.90511417388916,-0.2669279873371124
126,126,126,126,126,126,126,126,126,126,126,Um,Um,um,127,24,5,Verse 2: David Bowie & Freddie Mercury,8,39,3,3,3,"[44, 48, 127]","[('um', 'NN')]",N,NEGATIVE,0.9149,Um bo bo, um bo bo,POSITIVE,0.6602,0.6602,26,0.6190476190476191,-0.9149,19,0.18269230769230768,neg_word_pos_line,Under Pressure,Queen & David Bowie,-10.791932106018066,-14.414055824279785
127,127,127,127,127,127,127,127,127,127,127,bo,bo,bo,128,24,5,Verse 2: David Bowie & Freddie Mercury,8,40,2,2,2,"[128, 129]","[('bo', 'NN')]",N,POSITIVE,0.9894,Um bo bo, um bo bo,POSITIVE,0.6602,0.6602,26,0.6190476190476191,0.9894,66,0.6346153846153846,pos_word_pos_line,Under Pressure,Queen & David Bowie,9.534711837768556,-0.07960197329521179
128,128,128,128,128,128,128,128,128,128,128,bo,bo,bo,129,24,5,Verse 2: David Bowie & Freddie Mercury,8,41,2,2,2,"[128, 129]","[('bo', 'NN')]",N,POSITIVE,0.9894,Um bo bo, um bo bo,POSITIVE,0.6602,0.6602,26,0.6190476190476191,0.9894,66,0.6346153846153846,pos_word_pos_line,Under Pressure,Queen & David Bowie,9.534711837768556,-0.07960197329521179
129,129,129,129,129,129,129,129,129,129,129,Be,Be,be,130,25,5,Verse 2: David Bowie & Freddie Mercury,9,42,5,5,5,"[8, 47, 51, 121, 130]","[('be', 'VB')]",V,POSITIVE,0.962,Be lap, be lap,POSITIVE,0.9604,0.9604,32,0.7619047619047619,0.962,45,0.4326923076923077,pos_word_pos_line,Under Pressure,Queen & David Bowie,-15.1807861328125,0.7993068695068359
130,130,130,130,130,130,130,130,130,130,130,lap,lap,lap,131,25,5,Verse 2: David Bowie & Freddie Mercury,9,43,1,1,1,[131],"[('lap', 'NN')]",N,POSITIVE,0.9929,Be lap, be lap,POSITIVE,0.9604,0.9604,32,0.7619047619047619,0.9929,74,0.7115384615384616,pos_word_pos_line,Under Pressure,Queen & David Bowie,-0.6198714375495911,14.05095672607422
131,131,131,131,131,131,131,131,131,131,131,People,People,people,132,26,5,Verse 2: David Bowie & Freddie Mercury,10,44,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,People on streets, people on streets,POSITIVE,0.9418,0.9418,30,0.7142857142857143,0.9852,62,0.5961538461538461,pos_word_pos_line,Under Pressure,Queen & David Bowie,0.6848210096359253,16.38730812072754
132,132,132,132,132,132,132,132,132,132,132,on,on,on,133,26,5,Verse 2: David Bowie & Freddie Mercury,10,45,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,People on streets, people on streets,POSITIVE,0.9418,0.9418,30,0.7142857142857143,0.987,63,0.6057692307692307,pos_word_pos_line,Under Pressure,Queen & David Bowie,12.668045997619627,3.9341793060302734
133,133,133,133,133,133,133,133,133,133,133,streets,streets,streets,134,26,5,Verse 2: David Bowie & Freddie Mercury,10,46,7,7,7,"[43, 88, 134, 142, 180, 279, 288]","[('streets', 'NNS')]",N,POSITIVE,0.9827,People on streets, people on streets,POSITIVE,0.9418,0.9418,30,0.7142857142857143,0.9827,60,0.5769230769230769,pos_word_pos_line,Under Pressure,Queen & David Bowie,5.744052410125732,13.617565155029295
134,134,134,134,134,134,134,134,134,134,134,Ee,Ee,ee,135,27,5,Verse 2: David Bowie & Freddie Mercury,11,47,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,17,0.4047619047619048,0.9092,35,0.3365384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,-11.512928009033205,-13.566582679748535
135,135,135,135,135,135,135,135,135,135,135,da,da,da,136,27,5,Verse 2: David Bowie & Freddie Mercury,11,48,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,17,0.4047619047619048,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
136,136,136,136,136,136,136,136,136,136,136,de,de,de,137,27,5,Verse 2: David Bowie & Freddie Mercury,11,49,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,17,0.4047619047619048,0.73,29,0.27884615384615385,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.215702056884766,1.8881493806838991
137,137,137,137,137,137,137,137,137,137,137,da,da,da,138,27,5,Verse 2: David Bowie & Freddie Mercury,11,50,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,17,0.4047619047619048,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
138,138,138,138,138,138,138,138,138,138,138,de,de,de,139,27,5,Verse 2: David Bowie & Freddie Mercury,11,51,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Ee da de da de, ee da de da de,NEGATIVE,0.9732,-0.9732,17,0.4047619047619048,0.73,29,0.27884615384615385,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.215702056884766,1.8881493806838991
139,139,139,139,139,139,139,139,139,139,139,People,People,people,140,28,5,Verse 2: David Bowie & Freddie Mercury,12,52,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,People on streets, people on streets,POSITIVE,0.9418,0.9418,30,0.7142857142857143,0.9852,62,0.5961538461538461,pos_word_pos_line,Under Pressure,Queen & David Bowie,0.6848210096359253,16.38730812072754
140,140,140,140,140,140,140,140,140,140,140,on,on,on,141,28,5,Verse 2: David Bowie & Freddie Mercury,12,53,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,People on streets, people on streets,POSITIVE,0.9418,0.9418,30,0.7142857142857143,0.987,63,0.6057692307692307,pos_word_pos_line,Under Pressure,Queen & David Bowie,12.668045997619627,3.9341793060302734
141,141,141,141,141,141,141,141,141,141,141,streets,streets,streets,142,28,5,Verse 2: David Bowie & Freddie Mercury,12,54,7,7,7,"[43, 88, 134, 142, 180, 279, 288]","[('streets', 'NNS')]",N,POSITIVE,0.9827,People on streets, people on streets,POSITIVE,0.9418,0.9418,30,0.7142857142857143,0.9827,60,0.5769230769230769,pos_word_pos_line,Under Pressure,Queen & David Bowie,5.744052410125732,13.617565155029295
142,142,142,142,142,142,142,142,142,142,142,Ee,Ee,ee,143,29,5,Verse 2: David Bowie & Freddie Mercury,13,55,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,0.9092,35,0.3365384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,-11.512928009033205,-13.566582679748535
143,143,143,143,143,143,143,143,143,143,143,da,da,da,144,29,5,Verse 2: David Bowie & Freddie Mercury,13,56,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
144,144,144,144,144,144,144,144,144,144,144,de,de,de,145,29,5,Verse 2: David Bowie & Freddie Mercury,13,57,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,0.73,29,0.27884615384615385,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.215702056884766,1.8881493806838991
145,145,145,145,145,145,145,145,145,145,145,da,da,da,146,29,5,Verse 2: David Bowie & Freddie Mercury,13,58,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
146,146,146,146,146,146,146,146,146,146,146,de,de,de,147,29,5,Verse 2: David Bowie & Freddie Mercury,13,59,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,0.73,29,0.27884615384615385,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.215702056884766,1.8881493806838991
147,147,147,147,147,147,147,147,147,147,147,da,da,da,148,29,5,Verse 2: David Bowie & Freddie Mercury,13,60,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
148,148,148,148,148,148,148,148,148,148,148,de,de,de,149,29,5,Verse 2: David Bowie & Freddie Mercury,13,61,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,0.73,29,0.27884615384615385,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.215702056884766,1.8881493806838991
149,149,149,149,149,149,149,149,149,149,149,da,da,da,150,29,5,Verse 2: David Bowie & Freddie Mercury,13,62,12,12,12,"[54, 57, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,Ee da de da de da de da, ee da de da de da de da,NEGATIVE,0.9911,-0.9911,11,0.2619047619047619,-0.8507,23,0.22115384615384606,neg_word_neg_line,Under Pressure,Queen & David Bowie,11.390032768249512,0.3719569742679596
150,150,150,150,150,150,150,150,150,150,150,It's,It's,it's,151,30,6,Chorus: David Bowie & Freddie Mercury,1,1,3,3,3,"[60, 151, 204]","[('it', 'PRP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9988,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9988,94,0.9038461538461541,pos_word_neg_line,Under Pressure,Queen & David Bowie,14.261357307434082,-22.57988929748535
151,151,151,151,151,151,151,151,151,151,151,the,the,the,152,30,6,Chorus: David Bowie & Freddie Mercury,1,2,7,7,7,"[61, 106, 110, 152, 273, 276, 282]","[('the', 'DT')]",DET,POSITIVE,0.9636,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9636,46,0.4423076923076923,pos_word_neg_line,Under Pressure,Queen & David Bowie,-0.7009652256965637,1.4191086292266846
152,152,152,152,152,152,152,152,152,152,152,terror,terror,terror,153,30,6,Chorus: David Bowie & Freddie Mercury,1,3,2,2,2,"[62, 153]","[('terror', 'NN')]",N,NEGATIVE,0.9981,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,-0.9981,6,0.0576923076923077,neg_word_neg_line,Under Pressure,Queen & David Bowie,4.692719459533691,-0.8115114569664001
153,153,153,153,153,153,153,153,153,153,153,of,of,of,154,30,6,Chorus: David Bowie & Freddie Mercury,1,4,4,4,4,"[63, 154, 281, 295]","[('of', 'IN')]",PREP,POSITIVE,0.9193,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9193,38,0.36538461538461536,pos_word_neg_line,Under Pressure,Queen & David Bowie,11.757411003112793,3.9889528751373287
154,154,154,154,154,154,154,154,154,154,154,knowing,knowing,knowing,155,30,6,Chorus: David Bowie & Freddie Mercury,1,5,2,2,2,"[64, 155]","[('knowing', 'VBG')]",V,POSITIVE,0.9989,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9989,95,0.9134615384615384,pos_word_neg_line,Under Pressure,Queen & David Bowie,4.5091328620910645,-3.789313554763794
155,155,155,155,155,155,155,155,155,155,155,what,what,what,156,30,6,Chorus: David Bowie & Freddie Mercury,1,6,2,2,2,"[65, 156]","[('what', 'WP')]",OTH,POSITIVE,0.9943,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9943,78,0.75,pos_word_neg_line,Under Pressure,Queen & David Bowie,17.214601516723633,-6.441211700439452
156,156,156,156,156,156,156,156,156,156,156,this,this,this,157,30,6,Chorus: David Bowie & Freddie Mercury,1,7,5,5,5,"[66, 157, 299, 304, 309]","[('this', 'DT')]",DET,POSITIVE,0.9931,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9931,75,0.7211538461538461,pos_word_neg_line,Under Pressure,Queen & David Bowie,-9.14840602874756,-21.91628646850586
157,157,157,157,157,157,157,157,157,157,157,world,world,world,158,30,6,Chorus: David Bowie & Freddie Mercury,1,8,2,2,2,"[67, 158]","[('world', 'NN')]",N,POSITIVE,0.9981,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9981,89,0.8557692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,-8.344291687011719,9.064375877380373
158,158,158,158,158,158,158,158,158,158,158,is,is,is,159,30,6,Chorus: David Bowie & Freddie Mercury,1,9,5,5,5,"[68, 159, 300, 305, 310]","[('is', 'VBZ')]",V,POSITIVE,0.9275,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9275,39,0.375,pos_word_neg_line,Under Pressure,Queen & David Bowie,17.051544189453125,0.9187014102935792
159,159,159,159,159,159,159,159,159,159,159,about,about,about,160,30,6,Chorus: David Bowie & Freddie Mercury,1,10,3,3,3,"[69, 160, 297]","[('about', 'IN')]",PREP,POSITIVE,0.9686,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,21,0.5,0.9686,49,0.4711538461538462,pos_word_neg_line,Under Pressure,Queen & David Bowie,10.31813907623291,3.238950252532959
160,160,160,160,160,160,160,160,160,160,160,Watching,Watching,watching,161,31,6,Chorus: David Bowie & Freddie Mercury,2,11,2,2,2,"[70, 161]","[('watching', 'VBG')]",V,POSITIVE,0.9973,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9973,87,0.8365384615384616,pos_word_neg_line,Under Pressure,Queen & David Bowie,5.019948482513428,-4.90826940536499
161,161,161,161,161,161,161,161,161,161,161,some,some,some,162,31,6,Chorus: David Bowie & Freddie Mercury,2,12,2,2,2,"[71, 162]","[('some', 'DT')]",DET,POSITIVE,0.9431,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9431,41,0.3942307692307692,pos_word_neg_line,Under Pressure,Queen & David Bowie,5.046836853027344,-17.184600830078125
162,162,162,162,162,162,162,162,162,162,162,good,good,good,163,31,6,Chorus: David Bowie & Freddie Mercury,2,13,2,2,2,"[72, 163]","[('good', 'JJ')]",ADJ,POSITIVE,0.9998,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9998,103,0.9903846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,-5.701047420501709,-15.457367897033693
163,163,163,163,163,163,163,163,163,163,163,friends,friends,friends,164,31,6,Chorus: David Bowie & Freddie Mercury,2,14,2,2,2,"[73, 164]","[('friends', 'NNS')]",N,POSITIVE,0.9998,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9998,103,0.9903846153846154,pos_word_neg_line,Under Pressure,Queen & David Bowie,-16.06062126159668,-6.269153594970702
164,164,164,164,164,164,164,164,164,164,164,"screaming,",screaming,screaming,165,31,6,Chorus: David Bowie & Freddie Mercury,2,15,2,2,2,"[74, 165]","[('screaming', 'VBG')]",V,NEGATIVE,0.9994,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,-0.9994,3,0.02884615384615385,neg_word_neg_line,Under Pressure,Queen & David Bowie,5.822345733642577,-0.7593706846237183
165,165,165,165,165,165,165,165,165,165,165,'Let,Let,let,166,31,6,Chorus: David Bowie & Freddie Mercury,2,16,2,2,2,"[75, 166]","[('let', 'VB')]",V,NEGATIVE,0.7554,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,-0.7554,25,0.2403846153846154,neg_word_neg_line,Under Pressure,Queen & David Bowie,-12.680583000183105,3.751589298248291
166,166,166,166,166,166,166,166,166,166,166,me,me,me,167,31,6,Chorus: David Bowie & Freddie Mercury,2,17,5,5,5,"[19, 76, 81, 167, 172]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,0.9947,80,0.7692307692307693,pos_word_neg_line,Under Pressure,Queen & David Bowie,-15.489153861999512,-10.019376754760742
167,167,167,167,167,167,167,167,167,167,167,out',out,out,168,31,6,Chorus: David Bowie & Freddie Mercury,2,18,2,2,2,"[77, 168]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,"Watching some good friends screaming, 'Let me out'", watching some good friends screaming let me out,NEGATIVE,0.9954,-0.9954,7,0.16666666666666666,-0.9803,14,0.1346153846153846,neg_word_neg_line,Under Pressure,Queen & David Bowie,-10.453582763671877,-6.555694580078125
168,168,168,168,168,168,168,168,168,168,168,Pray,Pray,pray,169,32,6,Chorus: David Bowie & Freddie Mercury,3,19,2,2,2,"[78, 169]","[('pray', 'NN')]",N,NEGATIVE,0.9303,"Pray tomorrow gets me higher, high", pray tomorrow gets me higher high,POSITIVE,0.9925,0.9925,35,0.8333333333333334,-0.9303,17,0.16346153846153846,neg_word_pos_line,Under Pressure,Queen & David Bowie,-12.969468116760256,-1.6814322471618652
169,169,169,169,169,169,169,169,169,169,169,tomorrow,tomorrow,tomorrow,170,32,6,Chorus: David Bowie & Freddie Mercury,3,20,2,2,2,"[79, 170]","[('tomorrow', 'NN')]",N,POSITIVE,0.9987,"Pray tomorrow gets me higher, high", pray tomorrow gets me higher high,POSITIVE,0.9925,0.9925,35,0.8333333333333334,0.9987,93,0.8942307692307693,pos_word_pos_line,Under Pressure,Queen & David Bowie,-11.372538566589355,13.235014915466307
170,170,170,170,170,170,170,170,170,170,170,gets,gets,gets,171,32,6,Chorus: David Bowie & Freddie Mercury,3,21,2,2,2,"[80, 171]","[('gets', 'VBZ')]",V,POSITIVE,0.9993,"Pray tomorrow gets me higher, high", pray tomorrow gets me higher high,POSITIVE,0.9925,0.9925,35,0.8333333333333334,0.9993,99,0.9519230769230768,pos_word_pos_line,Under Pressure,Queen & David Bowie,-10.453154563903807,4.237891674041748
171,171,171,171,171,171,171,171,171,171,171,me,me,me,172,32,6,Chorus: David Bowie & Freddie Mercury,3,22,5,5,5,"[19, 76, 81, 167, 172]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"Pray tomorrow gets me higher, high", pray tomorrow gets me higher high,POSITIVE,0.9925,0.9925,35,0.8333333333333334,0.9947,80,0.7692307692307693,pos_word_pos_line,Under Pressure,Queen & David Bowie,-15.489153861999512,-10.019376754760742
172,172,172,172,172,172,172,172,172,172,172,"higher,",higher,higher,173,32,6,Chorus: David Bowie & Freddie Mercury,3,23,2,2,2,"[82, 173]","[('higher', 'JJR')]",ADJ,POSITIVE,0.9996,"Pray tomorrow gets me higher, high", pray tomorrow gets me higher high,POSITIVE,0.9925,0.9925,35,0.8333333333333334,0.9996,101,0.9711538461538459,pos_word_pos_line,Under Pressure,Queen & David Bowie,-2.5934882164001465,-21.048114776611328
173,173,173,173,173,173,173,173,173,173,173,high,high,high,174,32,6,Chorus: David Bowie & Freddie Mercury,3,24,1,1,1,[174],"[('high', 'JJ')]",ADJ,POSITIVE,0.9998,"Pray tomorrow gets me higher, high", pray tomorrow gets me higher high,POSITIVE,0.9925,0.9925,35,0.8333333333333334,0.9998,103,0.9903846153846154,pos_word_pos_line,Under Pressure,Queen & David Bowie,-2.52384614944458,-21.36699104309082
174,174,174,174,174,174,174,174,174,174,174,Pressure,Pressure,pressure,175,33,6,Chorus: David Bowie & Freddie Mercury,4,25,9,9,9,"[15, 29, 83, 175, 220, 313, 315, 317, 318]","[('pressure', 'NN')]",N,NEGATIVE,0.9933,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,-0.9933,9,0.08653846153846154,neg_word_neg_line,Under Pressure,Queen & David Bowie,-3.592129945755005,-6.784911632537843
175,175,175,175,175,175,175,175,175,175,175,on,on,on,176,33,6,Chorus: David Bowie & Freddie Mercury,4,26,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.987,63,0.6057692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.668045997619627,3.9341793060302734
176,176,176,176,176,176,176,176,176,176,176,"people,",people,people,177,33,6,Chorus: David Bowie & Freddie Mercury,4,27,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.9852,62,0.5961538461538461,pos_word_neg_line,Under Pressure,Queen & David Bowie,0.6848210096359253,16.38730812072754
177,177,177,177,177,177,177,177,177,177,177,people,people,people,178,33,6,Chorus: David Bowie & Freddie Mercury,4,28,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.9852,62,0.5961538461538461,pos_word_neg_line,Under Pressure,Queen & David Bowie,0.6848210096359253,16.38730812072754
178,178,178,178,178,178,178,178,178,178,178,on,on,on,179,33,6,Chorus: David Bowie & Freddie Mercury,4,29,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.987,63,0.6057692307692307,pos_word_neg_line,Under Pressure,Queen & David Bowie,12.668045997619627,3.9341793060302734
179,179,179,179,179,179,179,179,179,179,179,streets,streets,streets,180,33,6,Chorus: David Bowie & Freddie Mercury,4,30,7,7,7,"[43, 88, 134, 142, 180, 279, 288]","[('streets', 'NNS')]",N,POSITIVE,0.9827,"Pressure on people, people on streets", pressure on people people on streets,NEGATIVE,0.9958,-0.9958,5,0.11904761904761905,0.9827,60,0.5769230769230769,pos_word_neg_line,Under Pressure,Queen & David Bowie,5.744052410125732,13.617565155029295
