,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
132,for,for,for,133,22,4,Verse 2,1,5,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"Oh, I won't ask for much this Christmas", oh I won't ask for much this christmas,NEGATIVE,0.9737,-0.9737,7,0.19444444444444445,0.9701,28,0.32941176470588235,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
133,much,much,much,134,22,4,Verse 2,1,6,1,1,1,[134],"[('much', 'JJ')]",ADJ,POSITIVE,0.9993,"Oh, I won't ask for much this Christmas", oh I won't ask for much this christmas,NEGATIVE,0.9737,-0.9737,7,0.19444444444444445,0.9993,80,0.9411764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,7.293023586273193,-3.1595892906188965
134,this,this,this,135,22,4,Verse 2,1,7,2,2,2,"[135, 278]","[('this', 'DT')]",DET,POSITIVE,0.9931,"Oh, I won't ask for much this Christmas", oh I won't ask for much this christmas,NEGATIVE,0.9737,-0.9737,7,0.19444444444444445,0.9931,52,0.611764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.0947625637054443,1.4805688858032227
135,Christmas,Christmas,christmas,136,22,4,Verse 2,1,8,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"Oh, I won't ask for much this Christmas", oh I won't ask for much this christmas,NEGATIVE,0.9737,-0.9737,7,0.19444444444444445,0.9993,80,0.9411764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
136,I,I,I,137,23,4,Verse 2,2,9,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
137,won't,won't,won't,138,23,4,Verse 2,2,10,7,7,7,"[90, 131, 138, 155, 171, 250, 262]","[('wo', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9701,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,-0.9701,4,0.047058823529411764,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.9331889152526855,11.823307991027832
138,even,even,even,139,23,4,Verse 2,2,11,2,2,2,"[139, 172]","[('even', 'RB')]",ADV,NEGATIVE,0.6074,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,-0.6074,8,0.09411764705882353,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.012477397918701,0.7181577086448669
139,wish,wish,wish,140,23,4,Verse 2,2,12,4,2,2,"[40, 117, 140, 314]","[('wish', 'NN')]",N,POSITIVE,0.9715,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,0.9715,31,0.36470588235294116,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-5.734954357147217,3.4373152256011963
140,for,for,for,141,23,4,Verse 2,2,13,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,0.9701,28,0.32941176470588235,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
141,snow,snow,snow,142,23,4,Verse 2,2,14,1,1,1,[142],"[('snow', 'NN')]",N,POSITIVE,0.6391,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,0.6391,11,0.12941176470588237,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-8.656377792358398,-4.102950096130371
142,(And,And,and,143,23,4,Verse 2,2,15,5,5,5,"[65, 143, 159, 224, 236]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,0.9708,30,0.35294117647058826,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,4.267705917358398,-6.3528547286987305
143,I),I,I,144,23,4,Verse 2,2,16,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I won't even wish for snow (And I), I won't even wish for snow and I,NEGATIVE,0.9745,-0.9745,6,0.16666666666666666,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
144,I'm,I'm,I'm,145,24,4,Verse 2,3,17,2,2,2,"[145, 281]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,I'm just gonna keep on waiting, I'm just gonna keep on waiting,POSITIVE,0.9954,0.9954,26,0.7222222222222222,0.9981,69,0.8117647058823529,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,9.905272483825684,5.6194071769714355
145,just,just,just,146,24,4,Verse 2,3,18,8,5,5,"[10, 26, 60, 101, 146, 183, 286, 298]","[('just', 'RB')]",ADV,POSITIVE,0.8226,I'm just gonna keep on waiting, I'm just gonna keep on waiting,POSITIVE,0.9954,0.9954,26,0.7222222222222222,0.8226,16,0.18823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.636667251586914,1.2784091234207153
146,gonna,gonna,gonna,147,24,4,Verse 2,3,19,1,1,1,[147],"[('gon', 'NN'), ('na', 'TO')]",MULT,POSITIVE,0.9932,I'm just gonna keep on waiting, I'm just gonna keep on waiting,POSITIVE,0.9954,0.9954,26,0.7222222222222222,0.9932,53,0.6235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,1.7919209003448486,-10.064231872558594
147,keep,keep,keep,148,24,4,Verse 2,3,20,1,1,1,[148],"[('keep', 'VB')]",V,POSITIVE,0.9989,I'm just gonna keep on waiting, I'm just gonna keep on waiting,POSITIVE,0.9954,0.9954,26,0.7222222222222222,0.9989,76,0.8941176470588236,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.1965814232826233,-3.312899351119995
148,on,on,on,149,24,4,Verse 2,3,21,3,2,2,"[97, 149, 190]","[('on', 'IN')]",PREP,POSITIVE,0.987,I'm just gonna keep on waiting, I'm just gonna keep on waiting,POSITIVE,0.9954,0.9954,26,0.7222222222222222,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,1.9006556272506714,-7.867314338684082
149,waiting,waiting,waiting,150,24,4,Verse 2,3,22,1,1,1,[150],"[('waiting', 'VBG')]",V,POSITIVE,0.6114,I'm just gonna keep on waiting, I'm just gonna keep on waiting,POSITIVE,0.9954,0.9954,26,0.7222222222222222,0.6114,10,0.11764705882352941,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.1862611770629883,5.012565612792969
150,Underneath,Underneath,underneath,151,25,4,Verse 2,4,23,3,3,3,"[21, 72, 151]","[('underneath', 'NN')]",N,POSITIVE,0.8644,Underneath the mistletoe, underneath the mistletoe,NEGATIVE,0.9699,-0.9699,8,0.2222222222222222,0.8644,18,0.21176470588235294,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.015087366104126,-3.664314031600952
151,the,the,the,152,25,4,Verse 2,4,24,11,11,11,"[19, 22, 70, 73, 85, 152, 163, 214, 225, 231, 254]","[('the', 'DT')]",DET,POSITIVE,0.9636,Underneath the mistletoe, underneath the mistletoe,NEGATIVE,0.9699,-0.9699,8,0.2222222222222222,0.9636,25,0.29411764705882354,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.0489437580108643,-5.335299968719482
152,mistletoe,mistletoe,mistletoe,153,25,4,Verse 2,4,25,1,1,1,[153],"[('mistletoe', 'NN')]",N,NEGATIVE,0.9841,Underneath the mistletoe, underneath the mistletoe,NEGATIVE,0.9699,-0.9699,8,0.2222222222222222,-0.9841,3,0.03529411764705882,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-9.697813987731934,-3.5029802322387695
153,I,I,I,154,26,4,Verse 2,5,26,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
154,won't,won't,won't,155,26,4,Verse 2,5,27,7,7,7,"[90, 131, 138, 155, 171, 250, 262]","[('wo', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9701,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,-0.9701,4,0.047058823529411764,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.9331889152526855,11.823307991027832
155,make,make,make,156,26,4,Verse 2,5,28,5,3,3,"[38, 91, 115, 156, 312]","[('make', 'VB')]",V,POSITIVE,0.9996,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,0.9996,82,0.9647058823529412,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.343700408935547,7.995072364807129
156,a,a,a,157,26,4,Verse 2,5,29,5,5,5,"[4, 54, 95, 157, 274]","[('a', 'DT')]",DET,POSITIVE,0.9873,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,0.9873,43,0.5058823529411764,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.8534393310546875,-9.708706855773926
157,list,list,list,158,26,4,Verse 2,5,30,1,1,1,[158],"[('list', 'NN')]",N,NEGATIVE,0.8791,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,-0.8791,7,0.08235294117647059,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.162769794464111,-7.546850681304932
158,and,and,and,159,26,4,Verse 2,5,31,5,5,5,"[65, 143, 159, 224, 236]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,0.9708,30,0.35294117647058826,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,4.267705917358398,-6.3528547286987305
159,send,send,send,160,26,4,Verse 2,5,32,1,1,1,[160],"[('send', 'NN')]",N,POSITIVE,0.9973,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,0.9973,65,0.7647058823529411,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-7.588130474090576,5.152542591094971
160,it,it,it,161,26,4,Verse 2,5,33,1,1,1,[161],"[('it', 'PRP')]",PRON,POSITIVE,0.9927,I won't make a list and send it, I won't make a list and send it,NEGATIVE,0.9997,-0.9997,1,0.027777777777777776,0.9927,50,0.5882352941176471,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4370405673980713,-1.3366464376449585
161,To,To,to,162,27,4,Verse 2,6,34,5,4,4,"[79, 162, 175, 191, 268]","[('to', 'TO')]",OTH,POSITIVE,0.9653,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.9653,26,0.3058823529411765,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.259397268295288,-9.626677513122559
162,the,the,the,163,27,4,Verse 2,6,35,11,11,11,"[19, 22, 70, 73, 85, 152, 163, 214, 225, 231, 254]","[('the', 'DT')]",DET,POSITIVE,0.9636,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.9636,25,0.29411764705882354,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.0489437580108643,-5.335299968719482
163,North,North,north,164,27,4,Verse 2,6,36,1,1,1,[164],"[('north', 'NN')]",N,POSITIVE,0.9926,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.9926,49,0.5764705882352941,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.3184919357299805,-4.9549384117126465
164,Pole,Pole,pole,165,27,4,Verse 2,6,37,1,1,1,[165],"[('pole', 'NN')]",N,POSITIVE,0.9995,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.9995,81,0.9529411764705882,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-10.173009872436523,-7.571325302124023
165,for,for,for,166,27,4,Verse 2,6,38,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.9701,28,0.32941176470588235,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
166,Saint,Saint,saint,167,27,4,Verse 2,6,39,1,1,1,[167],"[('saint', 'NN')]",N,POSITIVE,0.9978,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.9978,67,0.788235294117647,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.8015882968902588,-6.748807430267334
167,Nick,Nick,nick,168,27,4,Verse 2,6,40,1,1,1,[168],"[('nick', 'NN')]",N,POSITIVE,0.9971,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.9971,64,0.7529411764705882,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-10.168678283691406,-0.6611249446868896
168,(Ah),Ah,ah,169,27,4,Verse 2,6,41,5,5,5,"[87, 169, 284, 345, 347]","[('ah', 'NN')]",N,POSITIVE,0.8809,To the North Pole for Saint Nick (Ah), to the north pole for saint nick ah,POSITIVE,0.9933,0.9933,23,0.6388888888888888,0.8809,19,0.2235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5256364345550537,5.281802654266357
169,I,I,I,170,28,4,Verse 2,7,42,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I won't even stay awake to, I won't even stay awake to,NEGATIVE,0.9996,-0.9996,2,0.05555555555555555,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
170,won't,won't,won't,171,28,4,Verse 2,7,43,7,7,7,"[90, 131, 138, 155, 171, 250, 262]","[('wo', 'MD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9701,I won't even stay awake to, I won't even stay awake to,NEGATIVE,0.9996,-0.9996,2,0.05555555555555555,-0.9701,4,0.047058823529411764,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.9331889152526855,11.823307991027832
171,even,even,even,172,28,4,Verse 2,7,44,2,2,2,"[139, 172]","[('even', 'RB')]",ADV,NEGATIVE,0.6074,I won't even stay awake to, I won't even stay awake to,NEGATIVE,0.9996,-0.9996,2,0.05555555555555555,-0.6074,8,0.09411764705882353,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.012477397918701,0.7181577086448669
172,stay,stay,stay,173,28,4,Verse 2,7,45,1,1,1,[173],"[('stay', 'NN')]",N,POSITIVE,0.9992,I won't even stay awake to, I won't even stay awake to,NEGATIVE,0.9996,-0.9996,2,0.05555555555555555,0.9992,79,0.9294117647058824,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-5.465146064758301,5.336338520050049
173,awake,awake,awake,174,28,4,Verse 2,7,46,1,1,1,[174],"[('awake', 'NN')]",N,POSITIVE,0.999,I won't even stay awake to, I won't even stay awake to,NEGATIVE,0.9996,-0.9996,2,0.05555555555555555,0.999,77,0.9058823529411765,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.3710720539093018,1.5964068174362183
174,to,to,to,175,28,4,Verse 2,7,47,5,4,4,"[79, 162, 175, 191, 268]","[('to', 'TO')]",OTH,POSITIVE,0.9653,I won't even stay awake to, I won't even stay awake to,NEGATIVE,0.9996,-0.9996,2,0.05555555555555555,0.9653,26,0.3058823529411765,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.259397268295288,-9.626677513122559
175,Hear,Hear,hear,176,29,4,Verse 2,8,48,2,2,2,"[176, 243]","[('hear', 'NN')]",N,POSITIVE,0.9987,Hear those magic reindeer click, hear those magic reindeer click,POSITIVE,0.9902,0.9902,20,0.5555555555555556,0.9987,74,0.8705882352941177,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.3309723734855652,-11.718125343322754
176,those,those,those,177,29,4,Verse 2,8,49,2,2,2,"[177, 244]","[('those', 'DT')]",DET,POSITIVE,0.9704,Hear those magic reindeer click, hear those magic reindeer click,POSITIVE,0.9902,0.9902,20,0.5555555555555556,0.9704,29,0.3411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,1.978528380393982,0.2590855658054352
177,magic,magic,magic,178,29,4,Verse 2,8,50,1,1,1,[178],"[('magic', 'NN')]",N,POSITIVE,0.9998,Hear those magic reindeer click, hear those magic reindeer click,POSITIVE,0.9902,0.9902,20,0.5555555555555556,0.9998,84,0.9882352941176471,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-7.704230308532715,-2.6342432498931885
178,reindeer,reindeer,reindeer,179,29,4,Verse 2,8,51,1,1,1,[179],"[('reindeer', 'NN')]",N,POSITIVE,0.9898,Hear those magic reindeer click, hear those magic reindeer click,POSITIVE,0.9902,0.9902,20,0.5555555555555556,0.9898,46,0.5411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.8621857762336731,-5.044285774230957
179,click,click,click,180,29,4,Verse 2,8,52,1,1,1,[180],"[('click', 'NN')]",N,POSITIVE,0.8157,Hear those magic reindeer click, hear those magic reindeer click,POSITIVE,0.9902,0.9902,20,0.5555555555555556,0.8157,14,0.16470588235294117,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.2232887744903564,-9.42011547088623
180,'Cause,Cause,because,181,30,5,Chorus,1,1,1,0,0,[181],"[('because', 'IN')]",PREP,NEGATIVE,0.8893,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,-0.8893,6,0.07058823529411765,neg_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.7352614402771,2.833488941192627
181,I,I,I,182,30,5,Chorus,1,2,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
182,just,just,just,183,30,5,Chorus,1,3,8,5,5,"[10, 26, 60, 101, 146, 183, 286, 298]","[('just', 'RB')]",ADV,POSITIVE,0.8226,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.8226,16,0.18823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.636667251586914,1.2784091234207153
183,want,want,want,184,30,5,Chorus,1,4,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
184,you,you,you,185,30,5,Chorus,1,5,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
185,here,here,here,186,30,5,Chorus,1,6,1,0,0,[186],"[('here', 'RB')]",ADV,POSITIVE,0.9937,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9937,55,0.6470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.0146830081939697,2.7347140312194824
186,tonight,tonight,tonight,187,30,5,Chorus,1,7,1,0,0,[187],"[('tonight', 'NN')]",N,POSITIVE,0.9983,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9983,71,0.8352941176470589,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.012596718035638332,3.35453200340271
187,(Ooh),Ooh,ooh,188,30,5,Chorus,1,8,7,1,1,"[107, 114, 188, 195, 304, 311, 371]","[('ooh', 'NN')]",N,POSITIVE,0.9856,'Cause I just want you here tonight (Ooh), because I just want you here tonight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9856,41,0.4823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.8833465576171875,6.231207370758057
188,Holding,Holding,holding,189,31,5,Chorus,2,9,1,0,0,[189],"[('holding', 'VBG')]",V,POSITIVE,0.999,Holding on to me so tight (Ooh), holding on to me so tight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.999,77,0.9058823529411765,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.1011900901794434,3.8380417823791504
189,on,on,on,190,31,5,Chorus,2,10,3,2,2,"[97, 149, 190]","[('on', 'IN')]",PREP,POSITIVE,0.987,Holding on to me so tight (Ooh), holding on to me so tight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,1.9006556272506714,-7.867314338684082
190,to,to,to,191,31,5,Chorus,2,11,5,4,4,"[79, 162, 175, 191, 268]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Holding on to me so tight (Ooh), holding on to me so tight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9653,26,0.3058823529411765,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.259397268295288,-9.626677513122559
191,me,me,me,192,31,5,Chorus,2,12,4,3,3,"[92, 192, 253, 269]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,Holding on to me so tight (Ooh), holding on to me so tight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9947,57,0.6705882352941176,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-1.9695935249328613,-2.2253599166870117
192,so,so,so,193,31,5,Chorus,2,13,3,2,2,"[193, 218, 221]","[('so', 'RB')]",ADV,POSITIVE,0.913,Holding on to me so tight (Ooh), holding on to me so tight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.913,21,0.24705882352941178,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,7.601432800292969,1.571901559829712
193,tight,tight,tight,194,31,5,Chorus,2,14,1,0,0,[194],"[('tight', 'NN')]",N,POSITIVE,0.9997,Holding on to me so tight (Ooh), holding on to me so tight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9997,83,0.9764705882352941,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-1.0442124605178833,0.8956809639930725
194,(Ooh),Ooh,ooh,195,31,5,Chorus,2,15,7,1,1,"[107, 114, 188, 195, 304, 311, 371]","[('ooh', 'NN')]",N,POSITIVE,0.9856,Holding on to me so tight (Ooh), holding on to me so tight ooh,POSITIVE,0.9992,0.9992,31,0.8611111111111112,0.9856,41,0.4823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.8833465576171875,6.231207370758057
195,What,What,what,196,32,5,Chorus,3,16,1,0,0,[196],"[('what', 'WP')]",OTH,POSITIVE,0.9943,What more can I do?, what more can I do,POSITIVE,0.6039,0.6039,16,0.4444444444444444,0.9943,56,0.6588235294117647,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.6767351627349854,9.489442825317383
196,more,more,more,197,32,5,Chorus,3,17,4,1,1,"[32, 108, 197, 305]","[('more', 'RBR')]",ADV,POSITIVE,0.9969,What more can I do?, what more can I do,POSITIVE,0.6039,0.6039,16,0.4444444444444444,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,7.5440754890441895,-3.1893484592437744
197,can,can,can,198,32,5,Chorus,3,18,1,0,0,[198],"[('can', 'MD')]",V,POSITIVE,0.9985,What more can I do?, what more can I do,POSITIVE,0.6039,0.6039,16,0.4444444444444444,0.9985,73,0.8588235294117647,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.7541515827178955,-11.371539115905762
198,I,I,I,199,32,5,Chorus,3,19,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,What more can I do?, what more can I do,POSITIVE,0.6039,0.6039,16,0.4444444444444444,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
199,do?,do,do,200,32,5,Chorus,3,20,1,0,0,[200],"[('do', 'VB')]",V,POSITIVE,0.9963,What more can I do?, what more can I do,POSITIVE,0.6039,0.6039,16,0.4444444444444444,0.9963,61,0.7176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.4260742962360382,10.633769989013672
