,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
320,will,will,will,321,36,5,Verse 2: Will Smith,12,106,4,4,4,"[276, 321, 545, 568]","[('will', 'MD')]",V,POSITIVE,0.9997,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9997,174,0.9886363636363636,-12.152785,-8.822682
321,always,always,always,322,36,5,Verse 2: Will Smith,12,107,2,2,2,"[322, 572]","[('always', 'RB')]",ADV,POSITIVE,0.9983,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9983,161,0.9147727272727273,-10.0798025,3.9615488
322,do,do,do,323,36,5,Verse 2: Will Smith,12,108,4,4,4,"[290, 323, 562, 593]","[('do', 'VB')]",V,POSITIVE,0.9963,"I pledge to you, I will always do", I pledge to you I will always do,POSITIVE,0.9992,0.9992,46,0.8846153846153846,0.9963,146,0.8295454545454546,-9.403478,-7.6133842
323,Everything,Everything,everything,324,37,5,Verse 2: Will Smith,13,109,1,1,1,[324],"[('everything', 'NN')]",N,POSITIVE,0.9989,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9989,166,0.9431818181818182,-8.565419,6.862851
324,I,I,I,325,37,5,Verse 2: Will Smith,13,110,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9797,98,0.5568181818181818,-7.4815865,21.394238
325,"can,",can,can,326,37,5,Verse 2: Will Smith,13,111,5,2,2,"[182, 326, 352, 402, 610]","[('can', 'MD')]",V,POSITIVE,0.9985,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9985,163,0.9261363636363636,-6.4506845,-11.672027
326,show,show,show,327,37,5,Verse 2: Will Smith,13,112,1,1,1,[327],"[('show', 'NN')]",N,POSITIVE,0.9941,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9941,134,0.7613636363636364,15.2751465,1.0505015
327,you,you,you,328,37,5,Verse 2: Will Smith,13,113,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9991,168,0.9545454545454546,9.11019,34.442295
328,how,how,how,329,37,5,Verse 2: Will Smith,13,114,2,2,2,"[329, 650]","[('how', 'WRB')]",OTH,POSITIVE,0.9858,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9858,109,0.6193181818181818,-14.134329,-1.7202018
329,to,to,to,330,37,5,Verse 2: Will Smith,13,115,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9653,86,0.48863636363636365,-15.20899,-22.648195
330,be,be,be,331,37,5,Verse 2: Will Smith,13,116,10,10,10,"[64, 72, 159, 239, 258, 295, 301, 331, 441, 492]","[('be', 'VB')]",V,POSITIVE,0.962,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.962,83,0.4715909090909091,7.8515983,-7.860683
331,a,a,a,332,37,5,Verse 2: Will Smith,13,117,12,12,12,"[5, 82, 160, 229, 259, 261, 264, 296, 332, 437, 442, 646]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9873,115,0.6534090909090909,-9.379341,-17.892246
332,man,man,man,333,37,5,Verse 2: Will Smith,13,118,3,3,3,"[65, 228, 333]","[('man', 'NN')]",N,POSITIVE,0.8134,"Everything I can, show you how to be a man", everything I can show you how to be a man,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.8134,58,0.32954545454545453,0.73479587,7.663153
333,"Dignity,",Dignity,dignity,334,38,5,Verse 2: Will Smith,14,119,1,1,1,[334],"[('dignity', 'NN')]",N,POSITIVE,0.9996,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692307,0.9996,173,0.9829545454545454,7.36765,4.8567257
334,"integrity,",integrity,integrity,335,38,5,Verse 2: Will Smith,14,120,1,1,1,[335],"[('integrity', 'NN')]",N,POSITIVE,0.9998,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692307,0.9998,175,0.9943181818181818,7.4457803,4.955788
335,honor,honor,honor,336,38,5,Verse 2: Will Smith,14,121,1,1,1,[336],"[('honor', 'NN')]",N,POSITIVE,0.9998,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692307,0.9998,175,0.9943181818181818,7.6500278,5.943431
336,an',an',and,337,38,5,Verse 2: Will Smith,14,122,14,11,11,"[71, 151, 214, 236, 250, 337, 350, 365, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"Dignity, integrity, honor an'", dignity integrity honor and,POSITIVE,0.9998,0.9998,51,0.9807692307692307,0.9708,92,0.5227272727272727,1.8611807,-35.385056
337,I,I,I,338,39,5,Verse 2: Will Smith,15,123,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9797,98,0.5568181818181818,-8.542804,20.970839
338,don't,don't,don't,339,39,5,Verse 2: Will Smith,15,124,3,3,3,"[112, 339, 534]","[('do', 'VBP'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9883,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,-0.9883,20,0.11363636363636363,-18.40626,14.755063
339,mind,mind,mind,340,39,5,Verse 2: Will Smith,15,125,2,2,2,"[61, 340]","[('mind', 'NN')]",N,POSITIVE,0.9984,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9984,162,0.9204545454545454,12.582114,4.4695873
340,if,if,if,341,39,5,Verse 2: Will Smith,15,126,5,2,2,"[185, 341, 380, 405, 613]","[('if', 'IN')]",PREP,POSITIVE,0.739,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.739,52,0.29545454545454547,-13.499602,-5.219582
341,you,you,you,342,39,5,Verse 2: Will Smith,15,127,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9991,168,0.9545454545454546,8.328603,34.16706
342,"lose,",lose,lose,343,39,5,Verse 2: Will Smith,15,128,1,1,1,[343],"[('lose', 'VB')]",V,NEGATIVE,0.9996,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,-0.9996,2,0.011363636363636364,0.44642326,1.0266824
343,long,long,long,344,39,5,Verse 2: Will Smith,15,129,1,1,1,[344],"[('long', 'RB')]",ADV,NEGATIVE,0.9941,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,-0.9941,19,0.10795454545454546,6.8738637,-2.4003704
344,as,as,as,345,39,5,Verse 2: Will Smith,15,130,2,2,2,"[118, 345]","[('as', 'IN')]",PREP,POSITIVE,0.8932,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.8932,61,0.3465909090909091,4.3016148,-24.055088
345,you,you,you,346,39,5,Verse 2: Will Smith,15,131,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9991,168,0.9545454545454546,8.690671,33.453564
346,came,came,came,347,39,5,Verse 2: Will Smith,15,132,1,1,1,[347],"[('came', 'VBD')]",V,POSITIVE,0.9961,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9961,145,0.8238636363636364,-6.682799,-1.8973844
347,with,with,with,348,39,5,Verse 2: Will Smith,15,133,4,4,4,"[348, 363, 460, 558]","[('with', 'IN')]",PREP,POSITIVE,0.9826,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9826,101,0.5738636363636364,6.3038535,-22.339243
348,it,it,it,349,39,5,Verse 2: Will Smith,15,134,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"I don't mind if you lose, long as you came with it", I don't mind if you lose long as you came with it,POSITIVE,0.6585,0.6585,22,0.4230769230769231,0.9927,126,0.7159090909090909,-9.956365,16.016218
349,An,An,and,350,40,5,Verse 2: Will Smith,16,135,14,11,11,"[71, 151, 214, 236, 250, 337, 350, 365, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,0.9708,92,0.5227272727272727,2.3228338,-34.67592
350,you,you,you,351,40,5,Verse 2: Will Smith,16,136,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,0.9991,168,0.9545454545454546,7.3681655,34.854893
351,can,can,can,352,40,5,Verse 2: Will Smith,16,137,5,2,2,"[182, 326, 352, 402, 610]","[('can', 'MD')]",V,POSITIVE,0.9985,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,0.9985,163,0.9261363636363636,-6.4506845,-11.672027
352,"cry,",cry,cry,353,40,5,Verse 2: Will Smith,16,138,1,1,1,[353],"[('cry', 'NN')]",N,NEGATIVE,0.999,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,-0.999,7,0.03977272727272727,6.178322,7.566954
353,ain't,ain't,ain't,354,40,5,Verse 2: Will Smith,16,139,3,3,3,"[354, 486, 522]","[('ai', 'VBP'), (""n't"", 'RB')]",MULT,NEGATIVE,0.977,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,-0.977,26,0.14772727272727273,-20.32773,13.276647
354,no,no,no,355,40,5,Verse 2: Will Smith,16,140,2,2,2,"[355, 523]","[('no', 'DT')]",DET,NEGATIVE,0.9964,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,-0.9964,17,0.09659090909090909,-2.0090687,13.33444
355,shame,shame,shame,356,40,5,Verse 2: Will Smith,16,141,1,1,1,[356],"[('shame', 'NN')]",N,NEGATIVE,0.9997,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,-0.9997,1,0.005681818181818182,5.064007,4.8319716
356,in,in,in,357,40,5,Verse 2: Will Smith,16,142,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,0.979,97,0.5511363636363636,12.482789,-20.990263
357,it,it,it,358,40,5,Verse 2: Will Smith,16,143,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"An you can cry, ain't no shame in it", and you can cry ain't no shame in it,POSITIVE,0.9167,0.9167,27,0.5192307692307693,0.9927,126,0.7159090909090909,-9.840465,15.789876
358,It,It,it,359,41,5,Verse 2: Will Smith,17,144,7,4,4,"[184, 349, 358, 359, 404, 536, 612]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9927,126,0.7159090909090909,-9.844568,15.791807
359,didn't,didn't,didn't,360,41,5,Verse 2: Will Smith,17,145,1,1,1,[360],"[('did', 'VBD'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9721,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,-0.9721,28,0.1590909090909091,-19.029812,14.305995
360,work,work,work,361,41,5,Verse 2: Will Smith,17,146,1,1,1,[361],"[('work', 'NN')]",N,POSITIVE,0.9994,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9994,171,0.9715909090909091,2.6104684,7.236354
361,out,out,out,362,41,5,Verse 2: Will Smith,17,147,4,4,4,"[121, 362, 537, 582]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,-0.9803,25,0.14204545454545456,-2.6280785,4.9765663
362,with,with,with,363,41,5,Verse 2: Will Smith,17,148,4,4,4,"[348, 363, 460, 558]","[('with', 'IN')]",PREP,POSITIVE,0.9826,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9826,101,0.5738636363636364,6.303852,-22.339245
363,me,me,me,364,41,5,Verse 2: Will Smith,17,149,8,8,8,"[97, 158, 231, 234, 242, 303, 364, 470]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9947,137,0.7784090909090909,16.322615,15.681104
364,an,an,and,365,41,5,Verse 2: Will Smith,17,150,14,11,11,"[71, 151, 214, 236, 250, 337, 350, 365, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9708,92,0.5227272727272727,1.5693059,-35.359226
365,your,your,your,366,41,5,Verse 2: Will Smith,17,151,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9981,159,0.9034090909090909,7.0286355,26.210306
366,mom,mom,mom,367,41,5,Verse 2: Will Smith,17,152,1,1,1,[367],"[('mom', 'NN')]",N,POSITIVE,0.9943,It didn't work out with me an your mom, it didn't work out with me and your mom,NEGATIVE,0.9997,-0.9997,0,0.0,0.9943,136,0.7727272727272727,6.06254,13.002194
367,But,But,but,368,42,5,Verse 2: Will Smith,18,153,7,7,7,"[274, 299, 368, 484, 497, 503, 533]","[('but', 'CC')]",CONJ,NEGATIVE,0.9101,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,-0.9101,38,0.2159090909090909,-22.112171,5.49965
368,"yo,",yo,yo,369,42,5,Verse 2: Will Smith,18,154,2,2,2,"[369, 485]","[('yo', 'NN')]",N,POSITIVE,0.9966,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.9966,148,0.8409090909090909,3.6559277,20.483925
369,push,push,push,370,42,5,Verse 2: Will Smith,18,155,1,1,1,[370],"[('push', 'NN')]",N,NEGATIVE,0.9843,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,-0.9843,22,0.125,-1.4926783,-0.40496483
370,come,come,come,371,42,5,Verse 2: Will Smith,18,156,2,2,2,"[371, 594]","[('come', 'VB')]",V,POSITIVE,0.9984,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.9984,162,0.9204545454545454,-6.17228,-2.089254
371,to,to,to,372,42,5,Verse 2: Will Smith,18,157,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.9653,86,0.48863636363636365,-14.349937,-22.442654
372,"shove,",shove,shove,373,42,5,Verse 2: Will Smith,18,158,1,1,1,[373],"[('shove', 'NN')]",N,NEGATIVE,0.9958,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,-0.9958,18,0.10227272727272728,-1.6031994,-0.19341122
373,you,you,you,374,42,5,Verse 2: Will Smith,18,159,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.9991,168,0.9545454545454546,7.8534784,33.94445
374,was,was,was,375,42,5,Verse 2: Will Smith,18,160,1,1,1,[375],"[('was', 'VBD')]",V,POSITIVE,0.7796,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.7796,55,0.3125,-11.420821,-7.29123
375,conceived,conceived,conceived,376,42,5,Verse 2: Will Smith,18,161,1,1,1,[376],"[('conceived', 'VBN')]",V,POSITIVE,0.9988,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.9988,165,0.9375,12.289211,-1.1478388
376,in,in,in,377,42,5,Verse 2: Will Smith,18,162,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.979,97,0.5511363636363636,12.968076,-20.5396
377,love,love,love,378,42,5,Verse 2: Will Smith,18,163,3,3,3,"[166, 378, 597]","[('love', 'NN')]",N,POSITIVE,0.9999,"But yo, push come to shove, you was conceived in love", but yo push come to shove you was conceived in love,POSITIVE,0.8816,0.8816,25,0.4807692307692308,0.9999,176,1.0,8.670079,9.059716
378,So,So,so,379,43,5,Verse 2: Will Smith,19,164,2,2,2,"[379, 447]","[('so', 'RB')]",ADV,POSITIVE,0.913,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,0.913,65,0.3693181818181818,-18.600477,5.156104
379,if,if,if,380,43,5,Verse 2: Will Smith,19,165,5,2,2,"[185, 341, 380, 405, 613]","[('if', 'IN')]",PREP,POSITIVE,0.739,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,0.739,52,0.29545454545454547,-13.499602,-5.219582
380,the,the,the,381,43,5,Verse 2: Will Smith,19,166,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,0.9636,84,0.4772727272727273,2.088095,-16.889343
381,world,world,world,382,43,5,Verse 2: Will Smith,19,167,1,1,1,[382],"[('world', 'NN')]",N,POSITIVE,0.9981,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,0.9981,159,0.9034090909090909,12.673249,9.0949
382,"attacks,",attacks,attacks,383,43,5,Verse 2: Will Smith,19,168,1,1,1,[383],"[('attacks', 'NNS')]",N,NEGATIVE,0.9993,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,-0.9993,4,0.022727272727272728,2.5040073,-10.53199
383,and,and,and,384,43,5,Verse 2: Will Smith,19,169,14,11,11,"[71, 151, 214, 236, 250, 337, 350, 365, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,0.9708,92,0.5227272727272727,1.7068114,-34.75012
384,you,you,you,385,43,5,Verse 2: Will Smith,19,170,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,0.9991,168,0.9545454545454546,6.1467466,34.586
385,slide,slide,slide,386,43,5,Verse 2: Will Smith,19,171,1,1,1,[386],"[('slide', 'NN')]",N,NEGATIVE,0.5543,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,-0.5543,50,0.2840909090909091,3.410052,-7.774648
386,off,off,off,387,43,5,Verse 2: Will Smith,19,172,1,1,1,[387],"[('off', 'IN')]",PREP,NEGATIVE,0.9975,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,-0.9975,14,0.07954545454545454,-3.6558084,5.256583
387,track,track,track,388,43,5,Verse 2: Will Smith,19,173,1,1,1,[388],"[('track', 'NN')]",N,POSITIVE,0.9972,"So if the world attacks, and you slide off track", so if the world attacks and you slide off track,NEGATIVE,0.9971,-0.9971,2,0.038461538461538464,0.9972,153,0.8693181818181818,17.01719,-0.044134546
388,Remember,Remember,remember,389,44,5,Verse 2: Will Smith,20,174,1,1,1,[389],"[('remember', 'VB')]",V,POSITIVE,0.9982,"Remember one fact, I got your back", remember one fact I got your back,NEGATIVE,0.9741,-0.9741,15,0.28846153846153844,0.9982,160,0.9090909090909091,1.4490247,-3.3520973
389,one,one,one,390,44,5,Verse 2: Will Smith,20,175,4,4,4,"[114, 390, 489, 512]","[('one', 'CD')]",DET,POSITIVE,0.9883,"Remember one fact, I got your back", remember one fact I got your back,NEGATIVE,0.9741,-0.9741,15,0.28846153846153844,0.9883,117,0.6647727272727273,-33.45986,-9.001579
390,"fact,",fact,fact,391,44,5,Verse 2: Will Smith,20,176,1,1,1,[391],"[('fact', 'NN')]",N,POSITIVE,0.9984,"Remember one fact, I got your back", remember one fact I got your back,NEGATIVE,0.9741,-0.9741,15,0.28846153846153844,0.9984,162,0.9204545454545454,7.161421,3.800449
391,I,I,I,392,44,5,Verse 2: Will Smith,20,177,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Remember one fact, I got your back", remember one fact I got your back,NEGATIVE,0.9741,-0.9741,15,0.28846153846153844,0.9797,98,0.5568181818181818,-8.934637,21.55642
392,got,got,got,393,44,5,Verse 2: Will Smith,20,178,5,5,5,"[96, 100, 246, 393, 446]","[('got', 'VBD')]",V,POSITIVE,0.9995,"Remember one fact, I got your back", remember one fact I got your back,NEGATIVE,0.9741,-0.9741,15,0.28846153846153844,0.9995,172,0.9772727272727273,-3.0625954,-9.568086
393,your,your,your,394,44,5,Verse 2: Will Smith,20,179,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,"Remember one fact, I got your back", remember one fact I got your back,NEGATIVE,0.9741,-0.9741,15,0.28846153846153844,0.9981,159,0.9034090909090909,7.577915,25.8191
394,back,back,back,395,44,5,Verse 2: Will Smith,20,180,1,1,1,[395],"[('back', 'RB')]",ADV,POSITIVE,0.9845,"Remember one fact, I got your back", remember one fact I got your back,NEGATIVE,0.9741,-0.9741,15,0.28846153846153844,0.9845,105,0.5965909090909091,-1.8779507,5.6079
395,Just,Just,just,396,45,6,Chorus,1,1,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.8226,59,0.3352272727272727,-15.0984535,9.469707
396,the,the,the,397,45,6,Chorus,1,2,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9636,84,0.4772727272727273,2.5994103,-15.460889
397,two,two,two,398,45,6,Chorus,1,3,20,0,0,"[11, 16, 21, 26, 31, 178, 190, 195, 200, 210, 398, 410, 415, 420, 430, 606, 618, 623, 628, 638]","[('two', 'CD')]",DET,POSITIVE,0.9899,"Just the two of us, we can make it if we try", just the two of us we can make it if we try,POSITIVE,0.9997,0.9997,50,0.9615384615384616,0.9899,119,0.6761363636363636,-35.73134,-10.684988
